cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
12301,Traverse City,154452,26,Michigan,MI,81.871452,82.260735,85.843803,86.14547,87.427704,87.743523,88.574493,88.837265,77.517914,77.940041,82.272514,82.627869,83.15831,83.563446,86.257385,86.571312,.51605272,.50114739,.50968766,.48569238,.5877471,.5614711,.57595116,.54298246,.43069285,.42750955,.4751873,.46678594,.56876767,.55759013,.65161365,.62303996,107331,124168,127184,90475,101019,124188,116801,81778
12302,Petoskey,83975,26,Michigan,MI,81.433334,81.916512,84.885773,85.246155,86.469498,86.82489,88.244034,88.513321,76.684998,77.17421,80.823158,81.22493,84.025383,84.402985,85.296349,85.615982,.66717094,.64655024,.79781628,.77357394,.81284159,.76836592,.89095736,.84146333,.50757295,.50362462,.59325993,.58226907,.70354116,.68063664,.8615008,.82697541,62047,68802,63084,42661,59278,69764,58570,37599
12401,Alpena,84783,26,Michigan,MI,82.554192,82.959183,84.280655,84.697289,86.876961,87.195648,88.283417,88.400322,76.343498,76.801819,81.16423,81.568459,83.503731,83.896912,83.251076,83.612206,.52698469,.50561196,.65543395,.62559146,.74141282,.70550305,1.1129707,1.0749207,.4354625,.43295801,.49743307,.48839608,.71056712,.69232339,1.1225599,1.0908477,72694,69612,57988,26766,67066,76602,54839,23310
12402,Grayling,104421,26,Michigan,MI,81.176506,81.598427,84.42952,84.805672,86.339577,86.642479,85.70594,86.019432,75.536201,75.985016,80.677856,81.112808,83.312294,83.661865,84.242416,84.597816,.46956807,.45929867,.50810778,.48479894,.68713367,.65825433,1.0098151,.96592343,.38086459,.38590643,.43828687,.43084577,.60108984,.58260435,.88835353,.85415041,94771,88753,70824,33700,88964,94338,65924,30216
12501,Dayton,1179009,39,Ohio,OH,80.333138,81.038795,83.691437,84.206245,85.447845,85.83918,87.223793,87.52166,74.280449,75.069572,79.757103,80.31514,82.408813,82.854713,85.103798,85.457527,.18880528,.19118269,.19751735,.19613919,.22375959,.22128069,.25990081,.25066635,.14536105,.15639694,.17084382,.1825044,.19345294,.19901188,.26143846,.25618917,684367,865147,836356,593795,615434,832498,812672,553014
12502,Washington Court House,109851,39,Ohio,OH,80.632675,81.15538,83.109329,83.556923,83.710609,84.207649,88.190796,88.331116,74.573952,75.103226,79.896645,80.348961,82.735947,83.136887,82.936752,83.29039,.58269209,.56431347,.63323337,.61184078,.86489654,.83142895,.91070789,.87708366,.42136469,.4281047,.49137869,.48589006,.65014052,.63066489,1.1187102,1.0904027,80218,94329,74493,34191,74594,97523,74147,31355
12600,Wayne,104034,18,Indiana,IN,80.20919,80.695061,82.881653,83.361366,85.467087,85.868835,86.944031,87.271782,74.94313,75.450134,78.143074,78.677483,82.410347,82.845154,84.44799,84.802986,.55928165,.54135454,.62809968,.6021384,.74521947,.70822817,1.0460521,.9940393,.46728897,.46596935,.4896386,.48845378,.68427598,.66268361,.87771082,.84012628,70590,75075,71798,35442,63138,76245,68446,31886
12701,Cincinnati,1954800,39,Ohio,OH,79.744972,80.537575,83.058136,83.563553,84.731148,85.197144,87.096306,87.358383,74.334595,75.173569,79.07811,79.619347,82.479691,82.943283,84.849113,85.174568,.15876614,.16746065,.16236891,.166969,.18310118,.18300855,.20321524,.19982539,.12761247,.14414899,.14384641,.15647934,.16136873,.16453464,.20350781,.19850485,1025345,1324131,1373032,1318991,956131,1216286,1329454,1277918
12702,Maysville,52963,21,Kentucky,KY,81.413986,81.903511,85.981125,86.337006,86.565285,86.843102,87.286423,87.646484,76.183823,76.701988,78.60363,79.142036,81.761917,82.159492,80.440598,80.97113,.7484268,.72414249,.88519162,.8355751,1.1710334,1.1161593,1.9409163,1.8419523,.58001882,.57256025,.74167067,.72925776,1.1331298,1.1102778,1.5832683,1.5851305,46078,37810,29825,14184,43855,39864,29432,13023
12800,Washington,134026,18,Indiana,IN,80.686539,81.16272,83.8666,84.263947,86.908661,87.212402,86.271347,86.545609,74.903145,75.395279,79.225548,79.667473,82.866592,83.269089,83.783302,84.136742,.55229068,.53432602,.57430214,.55350429,.55351734,.52386945,.80024576,.77014083,.43631378,.43926647,.46448961,.46078679,.56223291,.54318666,.7999956,.77385616,75061,102006,119068,71255,69535,109285,120892,66886
12901,Lexington,525970,21,Kentucky,KY,79.847908,80.501076,82.834518,83.385391,85.393852,85.724831,87.31913,87.590202,74.918686,75.572304,79.627205,80.164543,82.222839,82.598648,85.150139,85.455643,.27186355,.27440202,.32935593,.32115439,.34763613,.33683816,.37822857,.36390126,.23820671,.2440688,.27558023,.27117458,.32607147,.32355639,.36745894,.35464844,314870,356143,355258,314219,291487,320741,339752,301571
12902,Mount Sterling,40195,21,Kentucky,KY,82.014648,82.507896,86.581146,86.881485,85.669121,86.047676,85.877922,86.156067,75.162613,75.702919,80.293411,80.761589,82.830574,83.20932,87.485321,87.645889,.92748547,.88953477,.99764341,.94394827,1.5508595,1.4768622,2.537585,2.4504862,.62546533,.62348306,.91809064,.89383626,1.2928072,1.2498131,1.5592183,1.4912817,34744,29355,22746,9753,33140,30449,22704,9075
12903,Danville,86667,21,Kentucky,KY,81.96563,82.469521,84.370667,84.79847,84.928726,85.294846,86.597,86.975883,75.925209,76.480682,79.353096,79.859329,81.434151,81.860008,84.664146,85.021019,.62856597,.60400128,.70260072,.66946995,.90022713,.8674286,1.2801337,1.2233384,.46026418,.45869768,.59265113,.58328509,.76637024,.75311536,1.0898042,1.0490981,68399,67803,58945,30131,65082,67317,56836,27111
13000,Elizabethtown,176597,21,Kentucky,KY,80.725227,81.137329,82.869522,83.315491,84.428192,84.827354,87.316429,87.117729,75.013,75.561081,79.730934,80.198418,82.278954,82.701645,83.4655,83.792374,.43383515,.41924319,.52064383,.50178266,.64698416,.62654835,.81963766,.82913494,.34857714,.3534255,.41399384,.40909213,.56690794,.55157131,.89260405,.86853707,128652,129674,123210,62384,118843,137413,122554,57217
13101,Louisville,1100767,21,Kentucky,KY,80.164558,80.889198,83.272621,83.790161,85.346306,85.735733,87.3377,87.636314,74.128441,74.923393,79.17466,79.732033,81.825302,82.277924,84.560028,84.918388,.20212668,.20013179,.20846677,.20511898,.2359091,.23236999,.2689265,.26201263,.14604187,.15744427,.17324108,.18193407,.22387919,.22953638,.26052135,.25517431,688974,797132,798727,694263,646577,737112,759867,664676
13102,Madison,49985,18,Indiana,IN,80.026039,80.396843,80.697021,81.182289,85.130707,85.572548,86.081192,86.500198,74.152443,74.575989,77.406799,77.839806,80.5681,81.06617,85.53743,85.888275,.82749426,.80192369,.94565398,.92666578,1.1978617,1.1418686,1.5940945,1.5106125,.60239583,.6027683,.69208044,.68542349,.95962089,.93775415,1.4794437,1.4106884,35273,35980,34427,18086,32884,38065,34633,16588
13103,Bardstown,66605,21,Kentucky,KY,82.764557,83.265404,85.503357,85.924095,83.969475,84.478523,87.80793,88.009743,75.294083,75.874146,79.711639,80.243629,83.108505,83.520805,85.212158,85.473648,.73123902,.70248944,.76773977,.7260704,1.1318452,1.0868264,1.312588,1.2605139,.51967955,.51401603,.69305128,.68033642,.9149735,.882559,1.2653714,1.2175857,48634,55428,48626,23044,47428,57772,48518,22057
13200,Owensboro,177640,21,Kentucky,KY,81.00621,81.49511,84.11734,84.533905,85.874702,86.201576,85.126854,85.602203,75.078972,75.608452,79.790916,80.251495,81.932785,82.316856,81.453293,81.955292,.42398566,.40852839,.51191968,.49249709,.6308797,.60770357,1.0454893,1.0016582,.34706473,.3538855,.42165601,.41832992,.52298355,.51174164,.8513729,.84134203,125453,122692,120675,61152,112518,130043,121318,55996
13300,Findlay,246623,39,Ohio,OH,81.013779,81.349289,84.410057,84.716507,85.647629,85.975563,86.560188,86.844513,75.373199,75.710129,80.728622,81.069962,82.014282,82.386497,85.053841,85.334526,.43662256,.42576593,.42648548,.41364333,.51214182,.49061579,.78450292,.75525248,.33746335,.33762142,.33949044,.33568761,.43913412,.43345493,.64733386,.6255545,140611,196594,175635,88716,125406,211187,177068,82248
13400,Lima,260393,39,Ohio,OH,80.501808,80.950699,84.431366,84.876175,85.996109,86.372879,86.470009,86.78933,74.787262,75.283691,79.932159,80.43148,82.291832,82.718544,84.99472,85.31826,.42456236,.41590926,.40707296,.39392513,.47708946,.45595306,.75740671,.72820157,.32214218,.32270637,.35206395,.35365963,.43778235,.43060583,.65407151,.63002765,142719,200093,199022,102961,125391,219212,200081,93703
13501,Toledo,834343,39,Ohio,OH,80.225655,80.787041,83.7799,84.191704,85.500046,85.860245,87.250153,87.508926,74.340523,74.948532,79.182602,79.629524,82.23288,82.619377,83.861908,84.19014,.23965906,.23615061,.24396943,.23983853,.27386412,.26582843,.30623177,.29451257,.18433756,.18978739,.20294742,.20653617,.24823129,.2482509,.29451323,.28888175,453222,565578,599801,469550,389587,544029,617011,451763
13502,Defiance,98981,39,Ohio,OH,81.745888,81.958862,84.289322,84.641418,85.847435,86.141701,89.134216,89.270096,74.750801,75.020226,80.309303,80.69059,82.218712,82.563583,85.326019,85.541405,.67192787,.64735252,.65709525,.62812412,.74681658,.71263218,.81621969,.77653611,.52298218,.52078289,.52595258,.52202106,.65847027,.64441615,.95042056,.91738313,57124,79366,76899,35602,49613,89448,79264,31737
13600,South Bend,657906,18,Indiana,IN,80.534714,81.143379,83.114716,83.57711,85.477989,85.850502,87.171928,87.437149,74.563728,75.227432,79.460594,79.92852,82.633842,83.023514,84.680756,84.989075,.26241073,.25812662,.27354878,.26503065,.30163088,.2889823,.3990778,.38502392,.20729235,.21479729,.23365523,.23670828,.26883328,.26425582,.34402126,.33483708,403732,434415,462210,324457,351307,449217,461656,302433
13700,Concord,372184,18,Indiana,IN,80.774719,81.255432,83.90889,84.261497,85.976433,86.27108,87.608421,87.857513,74.833672,75.317474,80.005386,80.374687,81.492065,81.862793,83.933426,84.255791,.35692114,.34926373,.39158294,.37952286,.39079955,.37959039,.51297414,.4879775,.27556354,.27907145,.30662471,.3052085,.3650969,.36253783,.50545013,.49118873,213146,259077,261534,141777,202595,286499,257964,130568
13800,Wayne,129528,18,Indiana,IN,81.095398,81.352615,84.455338,84.762787,84.191864,84.62796,87.159492,87.467613,74.840706,75.096405,79.675858,80.04863,82.863632,83.241348,83.881783,84.274124,.57371759,.55560726,.53505713,.51395929,.6621027,.63423461,.80013859,.75980002,.45679855,.45797685,.49811402,.48720291,.56390083,.54326791,.80148625,.77576333,71079,91907,100275,59246,63323,102332,99676,54314
13900,Center,192308,18,Indiana,IN,79.319572,79.815605,83.956444,84.347961,84.896782,85.251297,87.706802,87.899979,73.88501,74.433609,79.040436,79.480637,82.080376,82.455093,83.342003,83.677589,.44370842,.43438536,.46476695,.447927,.53119099,.51425052,.55403864,.53446507,.36798954,.37160438,.37286547,.3709065,.45382705,.4455446,.55549628,.5410924,108809,127763,147014,100353,95299,130992,148103,95580
14000,Muncie,415487,18,Indiana,IN,80.557831,81.10067,83.243042,83.675385,85.682541,86.064377,85.944984,86.298393,73.080185,73.69162,79.734077,80.196342,81.594048,82.037323,84.393654,84.726707,.2995078,.29401642,.31780571,.30989662,.35323933,.34238327,.51173955,.48986024,.21578106,.22804788,.26212442,.26818648,.3249096,.32375142,.43329906,.4204331,259464,281467,280389,171732,219211,284867,275131,156602
14100,Fort Wayne,557161,18,Indiana,IN,80.684975,81.268562,84.315613,84.656593,85.635063,85.972946,87.798195,88.022545,75.315971,75.922211,79.872375,80.269173,82.231827,82.626083,84.863831,85.155037,.29870927,.29609713,.29462221,.28512055,.32019061,.31041232,.365623,.35386294,.243623,.24794242,.26360282,.2654171,.29522678,.29273385,.39459732,.38680416,303922,381814,429421,294844,274548,389127,430409,274439
14200,Indianapolis,1507346,18,Indiana,IN,79.780151,80.560585,83.116325,83.565933,85.20108,85.611633,87.087265,87.407181,73.836914,74.645576,78.621292,79.129562,82.14267,82.594078,84.353645,84.74501,.1782203,.18454471,.19422835,.19259365,.21158178,.20655531,.21697293,.21094197,.14229485,.15645492,.16930278,.17611718,.19753468,.20026352,.20019358,.19874182,827962,996606,1088187,1156925,740594,893634,1060223,1131208
14300,Columbus,163284,18,Indiana,IN,80.396378,80.860718,83.343346,83.739754,85.655853,85.952553,86.199547,86.510124,73.861771,74.334923,78.685623,79.127647,81.563789,81.934998,83.319069,83.68367,.49760818,.48265901,.49426204,.47415608,.59178901,.56488651,.77185911,.73669934,.36759007,.36735138,.42110795,.4184415,.50331849,.49255592,.73632336,.71546036,99798,122611,125048,78584,93734,128181,124744,74807
14400,Terre Haute,261832,18,Indiana,IN,78.463211,79.018005,82.757072,83.228195,84.423744,84.824333,87.766197,87.920151,73.440926,74.007301,79.15654,79.637474,82.13768,82.540665,84.401054,84.645401,.35961413,.36270052,.43083292,.4222385,.46987167,.45465401,.65637314,.63244462,.28947657,.29939124,.3614946,.35681683,.40727025,.40420064,.6099869,.59405112,159833,173949,182895,102363,145062,183423,179948,93315
14500,Lafayette,347966,18,Indiana,IN,80.071617,80.603897,83.308868,83.674263,85.379478,85.71019,87.743935,87.883476,73.683235,74.218452,79.478714,79.873581,82.39933,82.770103,84.759171,84.980293,.35325342,.34766966,.37394986,.35997644,.42649662,.40715411,.46388686,.448888,.27645171,.28442872,.30818734,.31006494,.36602071,.3600139,.48626426,.47209385,185269,213081,239713,158502,163662,225220,238481,145412
14600,Bloomington,280923,18,Indiana,IN,81.037849,81.438721,84.899742,85.245583,85.264503,85.57724,87.611801,87.882027,75.062874,75.519188,79.606071,80.04818,82.055801,82.428123,83.842758,84.225204,.38364613,.37751487,.42206469,.40870559,.48997897,.47380158,.62838119,.5960477,.30067709,.30679271,.35832483,.35719845,.45441711,.44625539,.60611117,.5876925,156826,179156,181824,120523,148566,184319,180457,110703
14700,Evansville,388604,18,Indiana,IN,81.195175,81.712631,83.559624,84.006081,85.071655,85.491585,86.73175,86.995346,74.155884,74.753983,79.65538,80.124252,82.848938,83.266075,84.249237,84.553917,.32848564,.32189941,.33173653,.322267,.40240476,.39154899,.49525163,.47865969,.260885,.27020061,.30230075,.30212474,.33857536,.33126101,.46715671,.45523751,219510,262475,312443,212157,195825,277104,315527,198912
14801,Olney,55642,17,Illinois,IL,80.931938,81.371284,84.077362,84.458267,84.862244,85.3004,86.86013,87.092064,74.964447,75.440369,79.689819,80.159126,83.618797,83.988914,86.456352,86.64402,.70189905,.67554569,.77963966,.74251294,1.1242502,1.0776867,1.6297336,1.5707518,.56766009,.56661344,.7082659,.6947943,.92550409,.89936501,1.2147946,1.1705449,38665,41510,39833,17168,35031,45840,38371,14896
14802,Vincennes,54708,18,Indiana,IN,78.911591,79.450378,84.493004,84.805428,86.887749,87.178505,86.598,86.973938,73.334755,73.884293,78.301147,78.734673,82.986137,83.38736,82.933098,83.291641,.73887128,.72210413,.91724598,.87946898,.92611319,.87897676,1.4981029,1.4212035,.58567327,.58929706,.69706917,.69316792,1.0149909,.97825605,1.4043882,1.3681509,35449,36142,35939,19938,31417,37983,34927,17663
14900,Gary,675971,18,Indiana,IN,80.161972,80.676788,82.626907,83.060692,84.785133,85.093079,85.864944,86.122772,73.64476,74.184868,77.916672,78.321457,81.070786,81.365959,82.863708,83.123917,.26212204,.26120546,.27460682,.26783299,.29042104,.27880597,.35073712,.33704457,.2099919,.21539669,.22233312,.22403955,.24288179,.24050148,.30215794,.29565012,385419,408716,511393,415561,292335,388831,540849,397761
15000,Canton,700866,39,Ohio,OH,81.904114,82.420998,84.758919,85.149353,86.565811,86.903961,87.791061,88.045265,75.917999,76.502769,80.672859,81.119522,82.895973,83.305939,84.905708,85.227303,.23856987,.2398047,.23472166,.22977434,.28074256,.27418876,.41428983,.39838919,.18677782,.19946951,.21668708,.22247534,.27140355,.27380344,.40897644,.39693382,475253,561088,493249,259839,416196,588798,476704,236662
15100,Lorain,423702,39,Ohio,OH,80.749771,81.039795,83.320778,83.687042,84.559929,84.943527,87.314766,87.583405,74.303947,74.631104,79.7845,80.161682,82.073463,82.461357,85.011635,85.315132,.31336465,.30368799,.33872494,.3284381,.36683092,.35583171,.4584955,.43982956,.24888453,.2521812,.26379383,.26623312,.3072018,.30410439,.43874887,.42523754,258025,336597,341288,220728,217586,336359,345502,207996
15200,Cleveland,2661167,39,Ohio,OH,80.956062,81.788696,83.733002,84.269203,85.6549,86.094315,87.598648,87.872932,75.100838,76.015694,79.804054,80.38147,82.680344,83.153481,85.316551,85.644386,.13169357,.14576916,.1445654,.14498992,.148453,.14952987,.17620006,.17260556,.1078008,.12738511,.12610337,.13349161,.14017089,.14409937,.16716968,.16468045,1574813,1939279,1821258,1473627,1408557,1764518,1729221,1395754
15300,Parkersburg,202967,54,West Virginia,WV,80.804184,81.245529,83.63958,84.076775,85.717117,86.091919,86.900314,87.132996,75.593681,76.05291,80.883728,81.329536,82.281662,82.717224,85.407593,85.677734,.38815022,.38250032,.44899604,.43475211,.51301521,.4922058,.82895792,.79589087,.32084686,.33049625,.37886199,.37541515,.49089497,.47537234,.65337211,.62996799,150800,153010,143043,77580,137896,160892,139813,70696
15400,Zanesville,188410,39,Ohio,OH,81.072937,81.586273,84.193466,84.609131,84.907318,85.305458,87.304932,87.558113,75.609482,76.179451,80.113281,80.593391,82.665451,83.064919,83.872993,84.25145,.4182235,.40876099,.48168138,.46523401,.6275661,.60037106,.86444414,.82593185,.32676733,.3312307,.39059022,.38419381,.53623581,.52017552,.93635106,.90664345,150351,151015,120897,48947,138097,162937,116873,43609
15500,Weirton,132008,39,Ohio,OH,81.356209,81.800751,83.681145,84.100006,84.472664,84.945099,85.781342,86.217308,73.619354,74.173698,79.335419,79.792442,81.186432,81.682022,81.514488,81.988129,.47532031,.45872319,.5439263,.52361262,.63025069,.603131,1.1354738,1.0831085,.36620304,.37560272,.44244716,.44078094,.55109632,.54306424,1.0080751,.98935485,98638,99694,98980,41925,85629,108513,101043,36957
15600,Wheeling,195637,54,West Virginia,WV,80.800438,81.295364,83.381203,83.818672,85.059441,85.466728,86.628052,86.931107,75.052734,75.56871,79.932785,80.376396,82.800636,83.195129,84.345528,84.648148,.40276948,.39443082,.49831668,.48413557,.63591379,.60983545,.95269084,.91082066,.30344462,.30401987,.40189826,.3982476,.52727395,.50907528,.76672471,.73941875,148737,137020,128960,66645,130764,146750,130599,59785
15700,Scioto,225682,39,Ohio,OH,81.458435,81.902649,83.822258,84.243088,84.491089,84.886406,87.465126,87.714844,74.79142,75.32058,78.315628,78.821777,81.768105,82.18499,82.165367,82.568161,.39514607,.38899285,.4559468,.43833467,.59558564,.5709824,.89659631,.85839075,.29908669,.30698356,.3856065,.39050549,.52223921,.51467395,.87562829,.85993791,158529,159696,127931,57402,148179,164189,128136,52323
15800,Athens,142321,39,Ohio,OH,81.985626,82.389999,83.438728,83.893585,85.965202,86.330711,86.881859,87.117081,76.27803,76.735306,79.777756,80.230453,82.454063,82.856621,83.679115,83.998642,.52566963,.51049387,.61983961,.59880322,.75610995,.71768194,1.1083789,1.0666056,.40615162,.40883261,.50073773,.49118665,.66076827,.64724469,.99964195,.9665767,97138,94947,77526,38871,93845,97216,77420,34805
15900,Columbus,1663807,39,Ohio,OH,80.228218,80.911133,83.749451,84.200493,85.22905,85.611549,87.617783,87.83696,74.68441,75.443382,79.529701,80.054054,82.463158,82.898682,84.856895,85.172722,.17843148,.17939399,.1706696,.1707319,.18701352,.18516184,.20905499,.20546247,.13860948,.1534718,.160386,.16733019,.17880253,.18096216,.21367815,.20962724,893461,1213957,1191495,1054966,866874,1096326,1120997,1028191
16000,Mansfield,326186,39,Ohio,OH,81.360519,81.889633,84.202606,84.610481,86.653587,86.975563,86.863754,87.137726,74.818253,75.437027,79.885201,80.337326,82.316803,82.731323,84.271172,84.582848,.34084949,.33127135,.3570365,.34687012,.39651346,.37755853,.59142894,.56592894,.25487792,.26737899,.29813036,.300832,.38341102,.38080367,.56587696,.54709208,214715,259114,218621,106315,190246,269575,213689,96607
